0	1	2	3
zh	entailment	据《福克斯》财经频道报道，当地时间26日，美国纽约证券交易所交易大厅在关闭两个月之后重新开放	美国纽交所交易大厅已于26日重新开放
zh	entailment	6月15日，香港迪士尼乐园宣布，将于18日（本周四）重新开园	香港迪士尼乐园将于18日重新开放
zh	entailment	当地时间22日，英国卫生大臣马特·汉考克（Matt Hancock）在接受议会下院质询时表示，目前英国正处于新冠疫情暴发的高峰期，他还透露，目前已有15名护理人员因感染新冠肺炎病毒死亡，但他并未提供已接受新冠测试的人数	英国卫生大臣：我们现在正处于疫情暴发高峰期
zh	neutral	目前在定点医疗机构隔离治疗。 经流行病学调查，该患者发病前14天内无疫区居住及旅行史，未有野生动物接触史，与我 ...	15 秒未戴口罩接触病患被感染
zh	entailment	中国抗疫医疗专家组日前正在圣多美和普林西比执行援非抗疫任务	关心旅非同胞 中国抗疫医疗专家组为旅圣普侨胞及中资机构人员提供帮助
zh	entailment	这样的良好势态也得到国际社会的积极肯定	多国人士指出：中国复工复产推动世界经济复苏
zh	entailment	在北京市昌平区，42家养老机构和11家社区养老服务驿站积极落实防控措施的要求，设置探视专区，制定探视流程，为养老机构家属探视、老人返院等做好了充足准备	北京昌平：养老机构落实防控措施有序开放探视
zh	entailment	3月18日下午，圆满完成抗击新冠肺炎疫情任务的云南省第二批援助湖北医疗队102人、第四批援助湖北医疗队102人和国家卫健委中医重症组专家1人共计205名队员自武汉返回昆明，中共云南省委、云南省人民政府应对疫情工作领导小组指挥部在长水机场组织了简单、温馨而又热烈的欢迎仪式	英雄回家！云南援鄂医疗队首批205人凯旋抵滇
zh	entailment	免去刘韩印同志舒兰市疾病预防控制中心主任职务	吉林市免去5名干部职务
zh	contradiction	3月21日中国男足国家队队员武磊确诊感染新冠肺炎时，也有很多网友留言表示，担心就算新冠肺炎治愈，也会影响武磊以后的职业生涯。 其实，“钟南山警告新冠肺炎 ...	钟南山：新冠肺炎治愈也有后遗症
zh	contradiction	北京青年报2020年2月11日讯新型冠状病毒引起的肺炎疫情还在持续，许多人都减少外出，实施居家自我隔离。网络上关于预防病毒的各种方法也 ...	吃板蓝根可以预防新冠病毒
zh	entailment	美国媒体报道称，在意大利和韩国开始积极应对疫情之后，美国政府却拒绝取消竞选集会，也没有让人们留在家中或避免聚集	美媒：美国总统曾暗示美国流感比新冠疫情严重
zh	contradiction	李兰娟院士辟谣：现在发生的大量的病人根本就不用激素. 非典时期，激素治疗使部分患者留下股骨头坏死的后遗症， ...	治疗主要靠激素，会成为废人
zh	entailment	三是帮扶实打实	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	了解病毒传播方式. 目前没有任何疫苗能够预防2019年新型冠状病毒肺炎（COVID-19）。 预防疾病的最佳方式是避免与病毒的接触。 通常认为该病毒主要在人与人之间 ...	普通肺炎的疫苗能预防新冠病毒
zh	entailment	英国国家医疗服务体系（NHS）中的血液和移植（NHSBT）部门4月25日表示，他们已经获批使用新冠肺炎康复人员血浆，用来治疗新冠肺炎患者的临床试验	英国批准血浆治疗新冠肺炎患者临床试验
zh	entailment	近日，美国国家广播电台（NPR）在其网站发布文章称，美国病毒研究人员对新冠病毒来源于中国实验室事故的说法深表怀疑	北美观察丨新冠病毒来自实验室？不可能！美国病毒研究专家集体发声
zh	contradiction	谣言. 来源： 丁香医生时间： 2020-02-15. 责任编辑： 周文婧. 辟谣课堂更多>> · 抵制教育类谣言需家校协同 ...	银离子抗菌液能杀灭新冠病毒
zh	contradiction	随着新冠病毒的爆发，大家对日常防护越来越看重，尤其是对于杀菌消毒的注重。 ... 虽然皮肤上沾染的细菌可以通过杀菌洗手液等方式快速清洁，但是衣物，大家总不能 ... 挂烫机也叫挂式熨斗、立式烫斗，就是能挂着烫衣服和布料的机器。 ... 因而使用挂烫机时，需注意保持较高的出口温度及足够的熨烫时间，方可达到杀灭病毒的效果。	挂烫机可杀灭衣服上的新冠病毒
zh	entailment	南方科技大学、上海交大、武汉中南医院、武汉金银潭医院等8家单位的最新研究显示：A、B、O、AB血型与新冠肺炎易感性存在关联	武汉金银潭医院1775名新冠患者研究：研究显示O型血相对不易感
zh	entailment	一方面线下客流量锐减，记者走访流转着全国70%的婚纱交易的苏州市姑苏区虎丘婚纱城了解到，3月份复工以来，交易额同比下降了45%，客流量同比下降了50%，不少商家表示，目前销量只恢复到了去年同期的三四成	「熬过疫情就结婚吧！」解封后武汉婚纱订单大增
zh	contradiction	俄卫生部回应：从未指出并不是人工合成。有传言称：『新冠病毒经过俄罗斯科学家验证证明是人工合成病毒，相关文件也公布在俄卫生...	俄罗斯证实新冠病毒系人工合成
zh	contradiction	实际上，目前也没有任何证据显示吃维生素C能防止新冠病毒感染。 武汉大学中南医院的这个研究是一个临床治疗研究。要知道，作为药物治疗的 ...	服用VC可以预防感染
zh	contradiction	科技部社会发展科技司司长吴远彬表示，目前研究结论显示，呼吸道飞沫和密切接触传播仍然是主要传播途径。	新冠病毒传播途径有变化
zh	entailment	当地时间5月5日，瓦兰斯爵士在英国广播公司的新闻节目中被问到，回头看英国政府的抗疫措施是否可以做得更好，他回答，“我们不认为我们当时还能有不一样的选择	“群体免疫论”提出者反思英国疫情应对举措：早期若能快速提高检测能力将是有益的
zh	entailment	摩洛哥政府首脑萨杜丁·欧斯曼尼18日宣布，政府决定将全国公共卫生紧急状态的期限再延长三个星期至6月10日	​摩洛哥宣布将紧急状态延长至6月10日
zh	entailment	3月28日，宁夏应对新型冠状病毒肺炎疫情工作指挥部发布最新全区新冠肺炎疫情通报	3月27日宁夏新冠肺炎疫情情况
zh	entailment	当局敦促公民和居民遵守必要的预防措施来遏制新冠病毒的传播，去朱美拉海滩休闲的民众应戴口罩和手套，并保持安全的社交距离	阿联酋进一步放宽疫情限制措施 重开公园和海滩人行道
zh	entailment	其中包括：除公立学校及康乐场地的工作人员外，绝大部分政府工作人员须恢复正常上班	5月4日起，香港绝大部分公务员恢复正常上班
zh	entailment	该结果意味着他们正在或曾经感染了新冠病毒	巴西圣保罗：20%接受检测的警察及家属携带新冠病毒抗体
zh	entailment	阶段性下调工业用水、用天然气价格10%、用电价格5%	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	2020-04-11 10:29:59 来源:互联网 分类：相关文章. 「每日辟谣」第21期. 新型肺炎的疫情还在发酵中。严峻的疫情面前，恐慌 ...	防溢乳垫贴在口罩内可延长使用时间
zh	contradiction	”或者“今天能发货 ...	买不到口罩可以自制
zh	contradiction	浙江辟谣网据丁香医生消息：近日有谣言称，别吃鱼，某地有121个鱼塘感染。经查证：青海、南宁、丽江等各城市版本的均为编造。正规渠道售卖的仍 ...	别吃草鱼，某地有121个鱼塘感染
zh	entailment	唐宁街首相府发言人当天也表示，首相将遵守医生的建议，在目前假设他何时重返工作岗位没有帮助	英国卫生大臣：首相约翰逊仍在恢复 尚未确定返回唐宁街时间
zh	entailment	受疫情影响，停飞两个月之久的湖北十堰武当山机场、恩施许家坪机场于昨天（29日）正式复航	湖北十堰、恩施两地机场正式复航
zh	entailment	这批试剂盒据称将被送往印度拉贾斯坦邦和泰米尔纳德邦	第二批30万只快检试剂盒从中国运抵印度 15分钟内可出结果
zh	entailment	4 月 18  日上午，应马来西亚政府邀请，中国政府赴马来西亚抗疫医疗专家组从广州启程，赴马协助开展疫情防控工作	目的地马来西亚！广东抗疫专家组再次启程
zh	entailment	今天（6日），陕西省最后一支援助湖北医疗队——陕西第二批医疗队121名队员启程回家	重返静好岁月 陕西最后一支援助湖北医疗队返程
zh	contradiction	钟南山团队开出新冠肺炎预防凉茶处方据报道，从钟南山团队获悉，结合 ... 肺炎一号”方主要由五味中药材组成，配方保密，产品是一种中药颗粒， ...	钟南山团队开中药凉茶处方
zh	contradiction	... 执行公务、水电气等特殊保障部门人员必须驾车出行的，要予以保障，所有运输货物车辆不限行，警车属特种车辆不限行。	十堰为限行全城开启红灯
zh	entailment	新京报讯（记者李阳倪兆中王艺实习生刘小冯）香港渔农自然护理署（简称渔护署）2月28日发公告称，当地一名新冠肺炎确诊者家中的狗经新冠病毒 ...	确诊者家中的狗检测呈弱阳性
zh	contradiction	专家:假的. 封面新闻@ 2020-02-20 07:15:04. 2月19日，有一则“强烈推荐：日本医护人员简易防病毒法”的短视频在网上 ...	保持喉咙湿润可以预防病毒
zh	neutral	丁香医生团队：无充分证据表明沐舒坦 ...	沐舒坦可以防止新冠肺炎
zh	entailment	而且手机、电梯按键存在的细菌和病毒数量种类众多，不管是否沾染上带有冠状病毒的飞沫，接触后都需好好洗手。 02. 2、往空气中喷洒酒精，可能会 ...	病毒会存在手机和电梯按键上
zh	contradiction	怕热，超过56摄氏度且持续30分钟以上 ...	晒太阳可以杀灭新型冠状病毒
zh	entailment	此前在5月20日已经先有高三学生返校，随后5月27日高中二年级、初中三年级以及小学一、二年级和幼儿园开始返校上课	韩国中小学返校复课率超七成 防疫形势依旧紧张
zh	contradiction	编审专家：. 张燕萍中国中医科学院西苑医院呼吸科主任医师. 辟谣：目前没有明确的证据表明人中涂风油精可有效预防2019-nCoV急性呼吸疾病（ ...	在人中涂风油精可以预防感染
zh	entailment	省内当日发热门诊诊疗人数964人	最新疫情通报
zh	entailment	当地时间5月27日，泰国政府公报网站发布公告，正式宣布案件编号577/2562的最终判定，经泰国中央破产法院裁定，乍都乍周末市场宣告破产	受疫情影响 泰国“亚洲最大跳蚤市场”宣告破产
zh	entailment	他表示，此举顺应约旦民众的要求，将为政府节省3.6亿约旦第纳尔（约合36亿人民币）的开支	约旦：因疫情影响 将对公务员及军人减薪
